id|name|description
d7165f2b-6b0f-5bf1-88ec-6a0d5db538f3|Deterministic Expander Decompositions|This solution addresses the challenge of efficient graph dynamics processing by proposing a novel approach to computing deterministic expander decompositions in dynamic graphs. The authors introduce the concept of deterministic expander decompositions, which can be computed in a more efficient manner than traditional methods.
15eab978-86cf-5595-9e5b-b544899cd4e6|1-Approximate Distributed Bipartite b-Matching|This solution addresses the challenge of efficient graph dynamics processing by proposing a novel approach to computing 1-approximate distributed bipartite b-matching in dynamic graphs. The authors introduce the concept of 1-approximate distributed bipartite b-matching, which can be computed in a more efficient manner than traditional methods.
1659aced-684d-584d-a8fd-22e9e76f7026|Batched Multiplicative Weights Framework|The authors propose a batched version of the multiplicative weights framework to optimize communication efficiency in distributed algorithms. This approach involves iteratively updating the weights of the arcs in the graph based on the flow values and capacities, allowing for more efficient communication and reducing the number of rounds required.
0b985d01-ce46-5ab9-b739-03de5f5f2daf|Lightest Path Blockers|The authors propose the use of lightest path blockers to optimize communication efficiency in distributed algorithms. This approach involves computing the lightest path blockers in the graph and using these blockers to update the flow values and capacities.
faea7e0e-4b19-55e8-8c66-1fe4a52a5c75|Distributed Expander Decompositions|The authors propose the use of distributed expander decompositions to optimize communication efficiency in distributed algorithms. This approach involves computing the expander decompositions of the graph and using these decompositions to update the flow values and capacities.
ea47cb7c-5ee9-56ee-a7db-b4e5342ccae1|Deterministic Integral Blocking Flows via Flow Rounding|This solution addresses the challenge of optimizing load balance in distributed systems by proposing a deterministic algorithm for computing integral blocking flows in a distributed setting. The algorithm uses a flow rounding technique to ensure that the computed flow is integral and feasible.
1c72d8ed-0dbe-540c-b5db-c1ce85c10c37|Two-Level Pattern Aggregation|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a two-level pattern aggregation technique. This technique reduces the number of communication rounds required for pattern-based aggregation, a common operation in graph mining algorithms.
32b27183-75e1-5f26-9274-cef7fd6fe738|Overapproximating Directed Acyclic Graph (ODAG)|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a compact data structure called Overapproximating Directed Acyclic Graph (ODAG). ODAG is used to store embeddings ef ciently, reducing the communication costs associated with transmitting embeddings across servers.
90ba74df-6b80-5b29-94ca-d3381c621464|Coordination-Free Exploration Strategy|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a coordination-free exploration strategy. This strategy enables workers to avoid redundant work and minimize communication costs by using a novel technique to identify blocks of embeddings ef ciently.
50e250a3-848d-5566-a112-2551d22bec70|Distributed Random Walk Algorithm|The authors propose a distributed algorithm to compute random walk betweenness centrality in linear time. The algorithm involves each node maintaining a parameter for each source, counting the number of times random walks starting at each source pass through it. The algorithm then computes the random walk betweenness using the counts and the node's neighbors' information.
3b1bad79-380e-5187-a81f-cba67f0cb0b8|Random Walk Simulation with Bounded Length Constraint|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by simulating random walks with a bounded length constraint. The authors propose imposing a bounded length constraint l on the random walks, which allows them to reduce the number of communication rounds required to compute the random walk betweenness centrality.
4ea3d3dc-162a-5deb-8a26-7ca97176cfcc|Distributed Random Walk Betweenness Algorithm with O(log n) Random Walks|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by proposing a distributed random walk betweenness algorithm that uses O(log n) random walks. The authors show that this algorithm can compute the random walk betweenness centrality with an approximation ratio of 1 - ε, where ε is an arbitrarily small constant.
b5fbba64-d5c1-5836-81d9-34236f226020|Hybridization Technique|The hybridization technique is a solution proposed by the authors to address the challenge of efficient graph dynamics processing. This technique involves dynamically adjusting the D parameter in the D-stepping algorithm to strike a balance between the number of relaxations and the number of phases. The algorithm starts with a fixed D value and then switches to the Bellman-Ford algorithm when the number of relaxations decreases.
54627825-8920-5b0c-a6ce-485776e04da3|Pruning Heuristic|The pruning heuristic is a solution proposed by the authors to address the challenge of efficient graph dynamics processing. This heuristic involves classifying edges into short and long edges and relaxing only the forward edges in the long edge phase.
bf7561c2-9af1-59d9-8083-e6737b0dbb73|Load Balancing Strategy|The load balancing strategy is a solution proposed by the authors to address the challenge of efficient graph dynamics processing. This strategy involves splitting the vertices having extreme degree and distributing their incident edges among other processing nodes.
c21075ea-078f-51b5-8c50-73f41ec6f486|Push-Pull Decision Heuristic|The push-pull decision heuristic is a solution proposed by the authors to address the challenge of efficient graph dynamics processing. This heuristic involves making a push-pull decision at the end of each bucket to determine whether to use the push model or the pull model.
e9dc18de-41eb-53e1-a703-c8377157e68e|Pruning Technique|The authors propose a pruning technique that reduces the number of relaxations in the D stepping algorithm to optimize communication efficiency. This technique involves classifying edges into short and long edges and relaxing only a fraction of the long edges.
4ff308f9-6353-59f4-9adf-a8d699f87f11|Load Balancing Technique|The authors propose a load balancing technique that distributes the load evenly among processors to optimize communication efficiency. This technique involves splitting the neighborhood of heavy degree vertices across processing nodes and distributing the load among threads within a processing node.
94174a9a-cfdf-5cc3-b7ad-19b7104fbacb|Intra-Node Thread-Level Load Balancing|This solution involves classifying vertices into two groups based on their degree and distributing the load evenly among threads within a node. The goal is to mitigate load imbalance caused by vertices with high degrees.
b5f119a0-2a68-5c8e-8632-dbe2d2fbe777|Inter-Node Load Balancing using Vertex Splitting|This solution involves splitting vertices with extreme degrees and distributing their incident edges among other processing nodes to achieve better load balance.
341d3e1b-c902-585c-87c2-64d9a70a27d3|Two-Tiered Load Balancing Strategy|This solution involves employing a combination of intra-node thread-level load balancing and inter-node load balancing using vertex splitting to achieve optimal load balance.
631b6ea8-dea6-53fc-8557-a76132548733|Modi edDCSC Algorithm|The Modi edDCSC algorithm is a parallel algorithm designed to find strongly connected components in distributed graphs. It addresses the challenge of efficient graph dynamics processing by minimizing computational costs and iterations through a divide-and-conquer approach. The algorithm uses a recursive partitioning approach, where each recursive step selects a random pivot vertex and partitions the graph into three disjoint subgraphs. The algorithm then recursively applies itself to each subgraph, reducing the problem size and minimizing iterations. The use of a trim step at the beginning of each iteration helps to eliminate portions of the graph without strongly connected components, further reducing computational costs. The paper presents experimental results demonstrating the effectiveness of the Modi edDCSC algorithm in finding strongly connected components in large graphs. The results show that the algorithm achieves good scalability and performance on thousands of processors, with execution times much less than those of the numerical computation it precedes.
2b19d180-bc42-5d83-8ae8-87600dbfacd4|Binary Tree Termination Detection|The authors propose a binary tree termination detection algorithm to optimize communication efficiency in distributed algorithms. This solution specifically addresses the challenge by reducing the time complexity of termination detection from O(P) to O(log P), where P is the number of processors.
05cd1434-4b3d-5af5-8e65-800ddce84325|Simultaneous Work on Multiple Problem Instances|The authors propose exploiting additional parallelism on multiple problem instances by working on all graphs simultaneously. This solution specifically addresses the challenge by reducing idle time and improving overall performance.
54808596-d987-5d2f-9ee3-ed97b1e59a15|Hybridization of Modi edDCSC with Tarjan's Serial Algorithm|This solution proposes a hybrid approach that combines the Modi edDCSC algorithm with Tarjan's serial algorithm to optimize load balance in distributed systems. The idea is to use Tarjan's algorithm to detect local SCCs on each processor independently, collapse these SCCs into single nodes (supernodes), and then apply the Modi edDCSC algorithm to the remaining graph.
17fa3f69-1d25-5d27-983e-806073c6b79a|Distributed Termination Detection Algorithm|This solution involves using a distributed termination detection algorithm to determine when a trim or mark step is completed. The algorithm uses a binary tree topology to send termination detection messages, allowing for efficient detection of termination conditions.
56bf179e-e560-5865-a62f-ff8fdad059dc|LACC (Linear Algebraic Connected Components)|LACC is a distributed-memory algorithm for finding connected components in large graphs. It uses linear algebraic primitives and is based on the Awerbuch-Shiloach algorithm. LACC employs a combination of conditional and unconditional hooking, shortcutting, and starcheck operations to efficiently identify connected components. It also uses sparse vectors to reduce computational costs and communication. LACC outperforms the state-of-the-art algorithm ParConnect by a factor of up to 12x for small to medium-scale graphs and scales to 4K nodes (262K cores) on a Cray XC40 supercomputer.
6d01d562-f269-5ce2-822c-b01b5a19460c|Customized All-to-All Communication Scheme|The authors propose a customized all-to-all communication scheme to optimize communication efficiency in distributed algorithms. This scheme is designed to handle imbalanced collective communication patterns inherent in the AS algorithm. The scheme involves broadcasting entries from few low-ranked processes and then removing those processes from all-to-all collective calls. This approach reduces the number of messages sent and words moved, resulting in improved communication efficiency. The paper reports that this scheme makes the shortcut and starcheck operations highly scalable, contributing to the overall performance of the LACC algorithm.
784535c2-2752-5351-bdb7-04f4d25d0907|Hypercube-Based All-to-All Implementation|The authors propose a hypercube-based all-to-all implementation to replace MPI Alltoallv calls, which are not scaling beyond 1024 MPI ranks. This implementation uses a hypercube-based algorithm with log p latency cost, which is more efficient than the pairwise exchange algorithm used in MPI Alltoallv. The paper reports that this implementation improves the scalability of the LACC algorithm, allowing it to scale to 4K nodes (262K cores) on a Cray XC40 supercomputer.
40438fb6-07f2-57bf-b854-70a4504975dd|Adaptive Use of Sparse Vectors|The authors propose an adaptive use of sparse vectors to reduce communication overhead in the LACC algorithm. The algorithm uses sparse vectors to represent the parent and star vectors, which reduces the number of elements that need to be communicated. The algorithm also adapts to the sparsity of the input graph, using dense vectors when the graph is dense and sparse vectors when the graph is sparse. The paper reports that this approach reduces the communication overhead and improves the performance of the LACC algorithm, especially for graphs with a large number of connected components.
d9bcaaa2-3244-5b08-a9c0-863643001659|Adaptive All-to-All Communication Scheme|The authors propose an adaptive all-to-all communication scheme to optimize load balance in distributed systems. This scheme dynamically adjusts the communication pattern based on the data distribution, reducing the impact of imbalanced collective communication patterns inherent in the AS algorithm.
d9625bca-a7e2-5ff2-b984-abc6f37f9388|Customized Vector Operations|The authors design customized vector operations to optimize load balance in distributed systems. These operations take advantage of vector sparsity, reducing the amount of data that needs to be communicated and processed.
37a70dbc-c92b-53ed-aa39-e32c5a94ee35|Load Balancing through Random Permutation|The authors propose a load balancing technique through random permutation of rows and columns of the adjacency matrix. This approach ensures a load-balanced distribution of the matrix and associated dense vectors.
253d4c86-e668-5c89-9b06-4a4c5c3c86e6|Iterative Contraction of Vertices|The authors propose an algorithm that iteratively contracts vertices in the graph to reduce the number of vertices and edges, making it more efficient to process dynamic updates.
bbce38c8-8bde-5afb-b2a1-885385e9c281|Incremental Betweenness Centrality Updates|The authors propose an incremental approach to updating betweenness centrality measures in response to edge modifications, reducing the number of iterations required to maintain graph structures.
7b01fcdf-d344-5939-903d-6b7b5198c051|Distributed 1-Coloring Algorithm|The authors present a distributed 1-coloring algorithm that can be used to color a graph with a small number of colors. This algorithm is designed to optimize communication efficiency by minimizing the number of communication rounds.
3b8796dd-7b10-5e55-8ade-578235a0ef88|Lower Bound Technique|The authors present a lower bound technique that can be used to analyze the communication complexity of distributed algorithms. This technique is specifically designed to address the challenge of optimizing communication efficiency in distributed algorithms.
56ba7cf7-604a-5171-bcf2-44acd9d36a44|Multi-Round HCubeJoin|This solution addresses the challenge of efficient graph dynamics processing by proposing a multi-round HCubeJoin algorithm for distributed subgraph counting. The algorithm is designed to minimize communication cost and computing cost with additional group by and aggregation over joins.
25eb9bef-28e2-52e8-bf17-e8d688a7276d|Leapfrog with Aggregation|This solution addresses the challenge of efficient graph dynamics processing by proposing a modified Leapfrog algorithm that supports join with group by and aggregation in a pipeline fashion. The algorithm is designed to minimize the intermediate results and reduce the computing cost.
200f2100-c4ee-5f47-ace1-07e3338c7e8d|Generalized Hypertree Decomposition (GHD)|This solution addresses the challenge of efficient graph dynamics processing by proposing a GHD-based approach for distributed subgraph counting. The approach is designed to minimize the communication cost and computing cost by pushing down group by and aggregation over joins.
17e6e878-bda6-579b-a094-96d1fc0887b7|Homomorphism Counting|This solution addresses the challenge of efficient graph dynamics processing by proposing a homomorphism counting approach for distributed subgraph counting. The approach is designed to minimize the communication cost and computing cost by reducing the number of matches enumerated.
1c492121-629b-5114-b90b-201f49d56b9a|Pipelined Leapfrog with Aggregation|The authors propose a pipelined Leapfrog with aggregation approach to optimize communication efficiency in distributed algorithms. This approach involves pushing down group by and aggregation over joins and processing them in a pipeline fashion, reducing the communication cost by minimizing the number of intermediate results.
e2006aeb-d8d3-5006-9694-95ffe32f797b|Attribute Ordering|The authors propose an attribute ordering approach to optimize communication efficiency in distributed algorithms. This approach involves ordering the attributes of the query to minimize the join cost and reduce the communication cost.
34c360f5-e14d-51a7-a723-5cf38956b009|Modified Leapfrog with Aggregation|The authors propose a modified Leapfrog algorithm that supports join with group by and aggregation in a pipeline fashion. This approach reduces the intermediate results and improves load balance by pushing down aggregation over joins.
a33ba149-4a44-56d2-b3b2-b94dd8ffa414|Cost Sharing|The authors propose a cost-sharing approach to optimize load balance in distributed systems. This approach involves sharing the computing cost of common sub-queries among multiple queries, reducing the overall computing cost and improving load balance.
692de7c3-2825-5da8-b7f2-fdae7339fdec|Parallel Complex Coloring Algorithm|The authors propose a parallel complex coloring algorithm to optimize GPU memory access for graph processing. This algorithm is designed to efficiently color the edges of a bipartite graph, which represents the scheduling problem in input-queued switches.
f97befaa-4557-59d7-8dda-94cfe43fe34e|Frame-Based Scheduling Algorithm|The authors propose a frame-based scheduling algorithm that uses the parallel complex coloring algorithm to optimize GPU memory access for graph processing. This algorithm is designed to schedule packets in input-queued switches, taking into account the memory access patterns and synchronization overhead.
9d9f174d-f9a0-5971-8f5d-c0a6e4b32f49|Complex Coloring Algorithm|The authors propose a complex coloring algorithm to optimize load balance in distributed systems. This algorithm is designed to efficiently color the edges of a bipartite graph, representing the scheduling of packets in a frame-based packet switch. The complex coloring algorithm uses a parallel processing approach, allowing for simultaneous color exchanges on vertices in the bipartite graph. This approach enables the algorithm to efficiently eliminate variables and achieve a proper edge coloring with a minimal number of colors. The authors demonstrate the effectiveness of the complex coloring algorithm through simulations, showing that it can achieve 100% throughput and an acceptable delay in large-scale packet switches.
af28c1fc-d901-54a1-bfb6-5b4c6826c6a4|C DLPA Algorithm|The C DLPA algorithm is a novel method that combines DLPA with the notion of maximal cliques and utilizes a new updating mechanism that updates each node label by probability of its adjacent nodes.
3e69092b-3eb7-5795-b1c5-e04904a1336d|KCminer|KCminer is a distributed solution to the k-clique problem, which is based on the MapReduce framework and can be executed on both distributed systems like cloud and parallel shared memory systems.
27bb8482-7acb-5f2a-888e-854b2e0d96f4|Iterative MapReduce KCminer|The iterative MapReduce version of KCminer launches a separate MapReduce job for each step of expansion, which allows it to handle very large networks.
bd23142d-1dfd-5d4e-bad4-aa868f5c2629|Non-Iterative MapReduce KCminer|The non-iterative MapReduce version of KCminer does all the work in a single iteration, which makes it much faster than the iterative version.
341e0cbb-aba5-57f6-b428-ccba4f39186a|Parallel Shared Memory KCminer|The parallel shared memory version of KCminer is designed to handle networks that can be loaded into the main memory of a single machine and uses multithreading to execute the algorithm in parallel.
ac2f98b6-26ec-5e36-bd5b-8ad762b9c181|Dynamic Load Balancing|The authors propose a dynamic load balancing technique to optimize load balance in distributed systems. This technique involves adjusting the workload distribution among nodes in real-time to ensure that no node is overwhelmed or underutilized.
8176e061-cd34-5cc4-b342-64ff004683fb|Partial Evaluation and Assembly Framework|The authors propose a partial evaluation and assembly framework to address the challenge of efficient graph dynamics processing. This framework involves evaluating a query Q on each graph fragment in parallel to find local partial matches, which are then assembled to compute crossing matches.
66f868ad-63dd-5c2f-8eaf-870860e5450e|Centralized Assembly Algorithm|The authors propose a centralized assembly algorithm to assemble local partial matches and compute crossing matches. This algorithm iteratively joins local partial matches to form the final query result.
0e0f403c-c850-5b68-a54a-ac35bff5330f|Distributed Assembly Algorithm|The authors propose a distributed assembly algorithm to assemble local partial matches and compute crossing matches in parallel. This algorithm divides the search space among multiple sites, which then assemble local partial matches in parallel.
01ead8c2-dabc-5731-83a6-02e1a950ff73|Cost Model for Optimal Partitioning|The authors propose a cost model to determine the optimal partitioning of the query graph, which minimizes computational costs and iterations.
e241e7f8-7838-5ac1-86e9-83900e0b9a1b|Divide and Conquer Approach|The authors propose a divide and conquer approach to optimize communication efficiency in distributed algorithms. This approach involves dividing the search space into smaller sub-problems and solving them in parallel, which reduces the number of communication rounds required.
2ed8f5ce-8e74-5fff-8a91-8176ac2ba361|Optimal Partitioning of Local Partial Matches|The authors propose an algorithm to find the optimal partitioning of local partial matches, which reduces the number of communication rounds required for assembly.
7980d7a6-4bfe-5c89-8ab5-d6cc82fb3614|Bulk Synchronous Parallel (BSP) Model|The authors propose using the BSP model to design a synchronous algorithm for distributed assembly, which reduces the number of communication rounds required.
896a3205-ca96-59fe-ac11-5702ac332e6f|Optimal Partitioning Algorithm|The authors propose an optimal partitioning algorithm to optimize load balance in distributed systems. This algorithm finds the optimal partitioning of local partial matches to minimize the cost of assembly.
ecff0481-055a-5d38-8a9e-9438540bd68e|Partitioning-Based Join Strategy|The authors propose a partitioning-based join strategy to optimize load balance in distributed systems. This strategy uses the partitioning information to optimize the join order and reduce the cost of assembly.
9a604688-7008-59f7-8f28-ab12d8276424|DistGreedy Algorithm|The DistGreedy algorithm is a distributed scheduling scheme that aims to optimize GPU memory access for graph processing by efficiently allocating memory to vertices in a graph. The algorithm works by dividing the vertices into layers based on their weights and then selecting the vertices with the highest weights in each layer. This approach ensures that the vertices with the highest memory requirements are allocated memory first, reducing memory access inefficiencies. The paper does not provide specific results for the DistGreedy algorithm in the context of optimizing GPU memory access for graph processing. However, it does demonstrate the algorithm’s effectiveness in achieving high throughput and low delay in wireless networks.
1a8c1dfd-7ecd-550d-bb3f-e1fd31196fc6|Layered Vertex Selection|The layered vertex selection technique is a key component of the DistGreedy algorithm, which addresses the challenge of efficient graph dynamics processing by minimizing computational costs and iterations.
8ec01e6d-d224-5440-a7c1-070050269f12|Maximal Independent Set Computation|The maximal independent set computation is another crucial component of the DistGreedy algorithm, which addresses the challenge of efficient graph dynamics processing by minimizing computational costs and iterations.
7dd0becd-ffb1-5b6b-b45f-cc75e94114d3|Local Maximum Weight Calculation|The local maximum weight calculation is a technique used in the DistGreedy algorithm to address the challenge of efficient graph dynamics processing by minimizing computational costs and iterations.
572bd8d0-dd5e-5f02-9222-eaa536e5e6f6|Distributed Greedy Approximation (DistGreedy) Algorithm|The DistGreedy algorithm is a distributed solution that addresses the challenge of optimizing communication efficiency in distributed algorithms by minimizing the number of communication rounds. It achieves this by iteratively selecting a maximal independent set of vertices in a graph, where each vertex represents a link in the network. The algorithm operates in a distributed manner, with each node making local decisions based on its neighbors’ weights, and it terminates after a certain number of intervals.
6ce604dd-a860-5272-8c1a-cd0b1f6d0c82|Layering Structure|The layering structure is a technique used in the DistGreedy algorithm to partition vertices into layers based on their weights. This allows the algorithm to consider multiple vertices in parallel, reducing the number of communication rounds required.
87ac1c44-6219-593b-881d-c16469cd2b53|Distributed Greedy Approximation to Maximum Weighted Independent Set (DistGreedy)|DistGreedy is a distributed algorithm designed to optimize load balance in distributed systems by solving the Maximum Weighted Independent Set (MWIS) problem. It aims to achieve a balance between throughput and delay performance in wireless networks with fading channels. The algorithm operates in a distributed manner, where each node makes local decisions based on its neighbors' weights, and it uses a layered structure to reduce complexity.
96645ee9-38f6-5f1c-b99c-f299143ab4a7|Silent Self-stabilizing 1-Maximal Matching Algorithm|The authors propose a silent self-stabilizing 1-maximal matching algorithm that efficiently processes graph dynamics by maintaining a 1-maximal matching in the presence of node and edge updates. This algorithm ensures that the graph remains in a legitimate state, even after arbitrary transient faults, and stabilizes to a 1-maximal matching configuration. The algorithm uses a combination of local variables and pointers to neighboring nodes to maintain the matching. It employs a distributed unfair daemon, which allows for the selection of any number of nodes to execute their actions simultaneously. The algorithm’s silent property ensures that it reaches a terminal configuration where no node can move, making it efficient for graph dynamics processing. The authors demonstrate that their algorithm stabilizes in O(e) moves, where e is the number of edges in the graph, making it efficient for large-scale graph processing.
d2c0cfa4-2c0a-5148-98b9-1fa6354b451b|Distributed Daemon with Unfair Scheduling|The authors propose a distributed daemon with unfair scheduling to optimize communication efficiency in distributed algorithms. The daemon allows multiple nodes to move simultaneously, reducing the number of communication rounds.
9e9df8bd-22e2-56ce-8f7d-3821e856f07f|Adaptive Sparse-Dense Mode Selection|The authors propose an adaptive sparse-dense mode selection approach to optimize GPU memory access for graph processing. This approach dynamically switches between sparse and dense representations of the graph data during computation, depending on the number of updated vertices. The approach maintains a partial sparse representation and a full dense representation of the graph data. It selectively uses either representation based on the number of updated vertices, ensuring that the chosen representation minimizes memory access overhead. This adaptive approach differs from existing methods that select the representation before or after local computation, which can lead to inaccurate selections and suboptimal memory access patterns.
925ad9a3-54ef-5541-a05b-6855e506326b|Hyper Stepping Algorithm|The Hyper Stepping algorithm is a novel approach to efficiently process dynamic updates in large graphs by minimizing computational costs and iterations. It combines the optimized stepping algorithm with a dynamic sliding window width, which is mathematically optimized for the zero-bounded weight distribution.
5138c5d8-037e-5b9f-be4a-316eb83b8cea|Adaptive Sparse-Dense Selection|The adaptive sparse-dense selection is a technique to dynamically switch between sparse and dense representations of vertices data during computation. It maintains a partial sparse representation and a full dense representation, and selectively uses either of them based on the number of updated vertices.
77004295-924e-5d54-8eef-974b62de333e|Adaptive Sparse Dense Selection|The authors propose an adaptive sparse dense selection method to optimize communication efficiency in distributed algorithms. This method dynamically switches between sparse and dense representations of data during computation, depending on the number of updated vertices.
62303b29-8cc2-5542-a368-aeb238fd4c1c|Delegated Vertices|The authors use delegated vertices to optimize communication efficiency in distributed algorithms. Delegated vertices are duplicated vertices of high-degree vertices that are shared among certain computing nodes.
38412fc3-435c-509c-9c19-b408ace4300b|Direction Optimization|The authors propose a direction optimization method to optimize communication efficiency in distributed algorithms. This method optimizes the direction of communication based on the globally updated vertices.
fd70f087-bc2f-5f38-b0c3-c8e6660747b0|Quick Preprocessing|The authors propose a quick preprocessing method to optimize communication efficiency in distributed algorithms. This method uses R-MAT generating information to construct the subgraphs directly from the original vertex ID.
ab734b54-c902-5859-bd95-ea8f14f7c232|Adaptive Dense-Sparse Mode Selection|The authors propose an adaptive method for selecting between dense and sparse modes in distributed graph processing. This approach maintains both partial sparse and full dense representations and dynamically switches between them based on the number of updated vertices.
4f105ede-70df-5f14-89a5-3170f2c2afc6|Iterative Arboricity Reduction|The authors propose an iterative approach to reduce the arboricity of the graph, which is a measure of how close the graph is to being a forest. By iteratively removing edges and reorienting the remaining edges, the algorithm reduces the arboricity of the graph, making it more sparse and easier to process.
f64c2f46-0cab-5eab-a314-afc64d9ada11|Sparsity-Aware Kp Listing|The authors propose a sparsity-aware algorithm for listing all instances of Kp in the graph. The algorithm takes advantage of the reduced arboricity of the graph to efficiently list all instances of Kp.
46b7158b-1d3a-555c-ad36-ff175415ad3c|Load-Balanced Routing|The authors propose a load-balanced routing algorithm to efficiently route messages within the graph. The algorithm takes advantage of the reduced arboricity of the graph to minimize the number of messages that need to be routed.
c1958dda-523d-5baa-8439-90d54608348c|Iterative Arboricity Listing|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by iteratively applying a listing algorithm to a sequence of graphs with decreasing arboricity. The algorithm, denoted as LIST, splits the edge set into two subsets, Em and Es, where Em contains the edges that are used to list all Kp instances in the graph, and Es contains the remaining edges. The arboricity of Es is reduced by a factor of 2 in each iteration, allowing for more efficient listing of Kp instances.
802fa0f6-26e3-50b0-9a2d-abb297ac2282|Sparsity-Aware Listing|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by using a sparsity-aware listing algorithm. The algorithm takes advantage of the fact that the graph becomes sparse as the algorithm progresses, allowing for more efficient listing of Kp instances.
bb3f65fa-72c3-55e4-a3fa-69907345dfc9|Intra-Component Routing|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by using an intra-component routing algorithm. The algorithm routes messages within clusters in a way that minimizes the number of rounds required.
3a7bcd9b-d2a6-5977-9ed9-6fe9a7e6a0be|Sparsity-Aware Load Balancing|The authors propose a sparsity-aware load balancing technique to optimize the distribution of workloads in distributed systems. This approach involves iteratively decreasing the arboricity of the graph, which represents the computational problem, to ensure that the ratio between the computation bandwidth and the problem size is optimized. By doing so, the authors aim to minimize the number of edges that need to be processed by each node, thereby reducing the load imbalance.
66d54aca-8608-597a-9f47-dafef7cb8c85|Load-Balanced Edge Redistribution|The authors propose a load-balanced edge redistribution technique to optimize the distribution of edges in the graph. This approach involves redistributing the edges in a way that ensures each node has a similar number of edges to process, thereby reducing the load imbalance.
a8aabee8-ebe0-54dd-908e-9f21c3035cbc|Distributed Algorithm for 2-Colored Bipartite Graphs|The authors propose a distributed algorithm for 2-colored bipartite graphs to solve the maximum weighted fractional matching problem. This algorithm is designed to work in the CONGEST model, where each message must be bounded in size.
23d4e2fb-581b-563a-8478-ac1c0c6c3811|Rounding Algorithm for Bipartite Graphs|The authors propose a rounding algorithm for bipartite graphs to obtain an integer solution from a fractional weighted maximum matching solution. The algorithm works by rounding each edge e to value 0 or 2^k-1, where k is the largest integer such that e is in E_k.
4bedea68-6466-5957-a552-6773103c16d1|Approximating Maximum Matching in Paths and Cycles|The authors propose an algorithm to approximate the maximum matching in paths and cycles. The algorithm works by defining an edge to be light if its weight is at most the average weight in some subpath of length O(log n).
8a5e7df7-87e2-58a5-9dd7-b9e9086be4fd|Distributed Algorithm for Exact Unweighted Maximum Matching in Bipartite Graphs|The authors propose a distributed algorithm for exact unweighted maximum matching in bipartite graphs. The algorithm works by iteratively finding augmenting paths and using them to increase the size of the matching.
a8eadb9c-e88f-56e7-8470-07236d0ec379|Lower Bound for Approximate Fractional Matching|The authors propose a lower bound for approximate fractional matching in unweighted bipartite graphs. The lower bound is based on the framework of 27 and is shown by reduction from two-party communication complexity.
25016032-26d5-5dff-bf4a-9f123bec6cea|Deterministic Rounding of Fractional Matchings|The authors propose a deterministic rounding algorithm for fractional matchings, which is a key component in achieving efficient communication in distributed algorithms. This solution specifically addresses the challenge of optimizing communication efficiency by providing a method to round fractional matchings in a deterministic manner, reducing the need for extensive communication.
ad684288-d4a8-56c4-8375-0506ce9b5246|Distributed Fractional Matching Algorithm|The authors propose a distributed fractional matching algorithm, which is designed to optimize communication efficiency in distributed algorithms. This solution specifically addresses the challenge of minimizing round complexity by providing a method to compute a fractional matching in a distributed manner, reducing the need for extensive communication.
c916045d-0167-571e-9388-dad699193085|Reduction to Bipartite Case|The authors propose a reduction from the general graph case to the bipartite case, which is a key component in achieving efficient communication in distributed algorithms. This solution specifically addresses the challenge of minimizing round complexity by providing a method to reduce the problem of computing a fractional matching in a general graph to the problem of computing a fractional matching in a bipartite graph, reducing the need for extensive communication.
66680e65-4901-5639-b435-d6ce0fe103b2|Monte Carlo Method for PageRank Approximation|The authors propose a Monte Carlo method to approximate PageRank values by simulating random walks on the graph and estimating the stationary distribution with the performed walk's distribution.
1b0f3c3b-8699-5633-9982-1701e16e7cc5|Distributed Random Walk Algorithm for PageRank Computation|The authors propose a distributed algorithm for computing PageRank values in a graph, which involves performing random walks in parallel and counting the number of visits to each node.
9d37b679-2fae-5196-979f-7c1acbd0fa65|Improved Distributed PageRank Algorithm for Undirected Graphs|The authors propose an improved distributed algorithm for computing PageRank values in undirected graphs, which involves performing short random walks and stitching them together to form longer walks.
26a5ef72-b42c-51f1-bf8d-1cd750afa526|Coupon-Based Random Walk Stitching|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a novel coupon-based random walk stitching technique. The method enables the stitching of short random walks to form longer walks, reducing the need for extensive communication and minimizing round complexity.
a60ae249-e892-5fac-bf60-9868fb20d0b3|Token-Based Random Walk Termination|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a token-based random walk termination technique. The method enables the efficient termination of random walks, reducing the need for extensive communication and minimizing round complexity.
d805f5eb-f20b-5719-9333-9b5758283ebf|Distributed Random Walk Counting|This solution addresses the challenge of optimizing communication efficiency in distributed algorithms by introducing a distributed random walk counting technique. The method enables the efficient counting of random walks, reducing the need for extensive communication and minimizing round complexity.
0ba8e14e-9a57-5c1c-973c-83fa6d1a1bd7|Shortcut-based Graph Coloring|The authors propose a shortcut-based approach to increase the parallelism in graph coloring without affecting the coloring quality. This approach is based on the Jones-Plassmann algorithm with the largest degree first heuristic.
